
p1,124.2,80.6,-0.614
p2,38.8,71.6,-0.251
p3,0,0,-0.262
p4,50.5,-69.4,-0.294
p5,131.9,-67.2,-0.389
p6,166.9,11.2,-0.267
p7,93.1,4.6,0.669
p8,124.2,244.7,-0.863
p9,38.8,235.7,-0.755
p10,0,164.1,-0.711
p11,50.5,94.7,-0.729
p12,131.9,96.9,-0.742
p13,166.9,175.3,-0.752
p14,93.1,168.7,0.117
p15,124.2,408.8,-0.716
p16,38.8,399.8,-0.688
p17,0,328.2,-0.755
p18,50.5,258.8,-0.671
p19,131.9,261,-0.793
p20,166.9,339.4,-0.71
p21,93.1,332.8,-0.466
p22,124.2,572.9,-0.543
p23,38.8,563.9,-0.695
p24,0,492.3,-0.77
p25,50.5,422.9,-0.66
p26,131.9,425.1,-0.663
p27,166.9,503.5,-0.48
p28,93.1,496.9,-0.613
p29,124.2,737,-0.373
p30,38.8,728,-0.467
p31,0,656.4,-0.648
p32,50.5,587,-0.361
p33,131.9,589.2,-0.204
p34,166.9,667.6,-0.232
p35,93.1,661,0.828
p36,124.2,901.1,-0.565
p37,38.8,892.1,-0.473
p38,0,820.5,-0.596
p39,50.5,751.1,-0.545
p40,131.9,753.3,-0.349
p41,166.9,831.7,-0.33
p42,93.1,825.1,0.319
p43,124.2,1065.2,-0.678
p44,38.8,1056.2,-0.366
p45,0,984.6,-0.436
p46,50.5,915.2,-0.549
p47,131.9,917.4,-0.543
p48,166.9,995.8,-0.332
p49,93.1,989.2,0.435
p50,124.2,1229.3,-0.134
p51,38.8,1220.3,0.168
p52,0,1148.7,-0.267
p53,50.5,1079.3,-0.322
p54,131.9,1081.5,-0.635
p55,166.9,1159.9,-0.326
p56,93.1,1153.3,0.719
p57,266.3,-1.45,-0.64
p58,180.9,-10.45,-0.443
p59,142.1,-82.05,-0.434
p60,192.6,-151.45,-0.332
p61,274,-149.25,-0.447
p62,309,-70.85,-0.652
p63,235.2,-77.45,0.265
p64,266.3,162.65,-0.623
p65,180.9,153.65,-0.412
p66,142.1,82.05,-0.506
p67,192.6,12.65,-0.498
p68,274,14.85,-0.639
p69,309,93.25,-0.652
p70,235.2,86.65,0.279
p71,266.3,326.75,-0.354
p72,180.9,317.75,-0.269
p73,142.1,246.15,-0.561
p74,192.6,176.75,-0.493
p75,274,178.95,-0.61
p76,309,257.35,-0.51
p77,235.2,250.75,0.343
p78,266.3,490.85,-0.339
p79,180.9,481.85,-0.295
p80,142.1,410.25,-0.592
p81,192.6,340.85,-0.382
p82,274,343.05,-0.464
p83,309,421.45,-0.356
p84,235.2,414.85,0.519
p85,266.3,654.95,-0.234
p86,180.9,645.95,-0.268
p87,142.1,574.35,-0.287
p88,192.6,504.95,-0.276
p89,274,507.15,-0.274
p90,309,585.55,-0.05
p91,235.2,578.95,0.629
p92,266.3,819.05,-0.285
p93,180.9,810.05,-0.274
p94,142.1,738.45,-0.35
p95,192.6,669.05,-0.247
p96,274,671.25,-0.056
p97,309,749.65,-0.009
p98,235.2,743.05,0.827
p99,266.3,983.15,-0.324
p100,180.9,974.15,-0.375
p101,142.1,902.55,-0.509
p102,192.6,833.15,-0.229
p103,274,835.35,-0.132
p104,309,913.75,-0.239
p105,235.2,907.15,0.493
p106,266.3,1147.25,-0.417
p107,180.9,1138.25,-0.318
p108,142.1,1066.65,-0.482
p109,192.6,997.25,-0.262
p110,274,999.45,-0.203
p111,309,1077.85,-0.187
p112,235.2,1071.25,0.49
p113,408.4,244.7,-1.049
p114,323,235.7,-0.822
p115,284.2,164.1,-0.788
p116,334.7,94.7,-0.917
p117,416.1,96.9,-1.059
p118,451.1,175.3,-1.179
p119,377.3,168.7,-0.954
p120,408.4,408.8,-0.698
p121,323,399.8,-0.734
p122,284.2,328.2,-0.945
p123,334.7,258.8,-1.004
p124,416.1,261,-1.276
p125,451.1,339.4,-1.253
p126,377.3,332.8,-1.05
p127,408.4,737,-0.043
