
p128,323,728,-0.117
p129,284.2,656.4,-0.284
p130,334.7,587,0.124
p131,416.1,589.2,0.066
p132,451.1,667.6,-0.37
p133,377.3,661,-0.135
p134,408.4,1065.2,-0.836
p135,323,1056.2,-1.055
p136,284.2,984.6,-1.025
p137,334.7,915.2,-0.89
p138,416.1,917.4,-0.783
p139,451.1,995.8,-0.822
p140,377.3,989.2,-0.819
p141,550.5,490.85,-0.916
p142,465.1,481.85,-0.722
p143,426.3,410.25,-0.809
p144,476.8,340.85,-1.165
p145,558.2,343.05,-1.371
p146,593.2,421.45,-1.292
p147,519.4,414.85,-1.147
p148,550.5,819.05,-0.373
p149,465.1,810.05,-0.218
p150,426.3,738.45,-0.207
p151,476.8,669.05,-0.344
p152,558.2,671.25,-0.44
p153,593.2,749.65,-0.451
p154,519.4,743.05,-0.219
p155,550.5,1147.25,-0.197
p156,465.1,1138.25,-0.271
p157,426.3,1066.65,-0.357
p158,476.8,997.25,0.039
p159,558.2,999.45,-0.1
p160,593.2,1077.85,-0.388
p161,519.4,1071.25,-0.247
p162,692.6,737,-1.008
p163,607.2,728,-0.94
p164,568.4,656.4,-0.795
p165,618.9,587,-1.026
p166,700.3,589.2,-1.095
p167,735.3,667.6,-1.08
p168,661.5,661,-1.037
p169,692.6,1065.2,-0.677
p170,607.2,1056.2,-0.752
p171,568.4,984.6,-0.669
p172,618.9,915.2,-0.618
p173,700.3,917.4,-0.744
p174,735.3,995.8,-0.795
p175,661.5,989.2,-0.632
p176,834.7,983.15,-0.449
p177,749.3,974.15,-0.664
p178,710.5,902.55,-0.9
p179,761,833.15,-0.772
p180,842.4,835.35,-0.853
p181,877.4,913.75,-0.904
p182,803.6,907.15,-0.77
