
p75,274,178.95,-0.13
p76,309,257.35,-0.066
p77,235.2,250.75,0.246
p78,266.3,490.85,0.132
p79,180.9,481.85,0.123
p80,142.1,410.25,-0.019
p81,192.6,340.85,0.109
p82,274,343.05,0.022
p83,309,421.45,0.058
p84,235.2,414.85,0.44
p85,266.3,654.95,0.266
p86,180.9,645.95,0.183
p87,142.1,574.35,0.242
p88,192.6,504.95,0.099
p89,274,507.15,0.181
p90,309,585.55,0.38
p91,235.2,578.95,0.541
p92,266.3,819.05,0.177
p93,180.9,810.05,0.101
p94,142.1,738.45,0.119
p95,192.6,669.05,0.192
p96,274,671.25,0.402
p97,309,749.65,0.456
p98,235.2,743.05,0.774
p99,266.3,983.15,0.144
p100,180.9,974.15,-0.058
p101,142.1,902.55,0.033
p102,192.6,833.15,0.197
p103,274,835.35,0.387
p104,309,913.75,0.234
p105,235.2,907.15,0.444
p106,266.3,1147.25,0.076
p107,180.9,1138.25,0.015
p108,142.1,1066.65,-0.101
p109,192.6,997.25,0.091
p110,274,999.45,0.169
p111,309,1077.85,0.134
p112,235.2,1071.25,0.261
p113,408.4,244.7,-0.406
p114,323,235.7,-0.229
p115,284.2,164.1,-0.274
p116,334.7,94.7,-0.378
p117,416.1,96.9,-0.462
p118,451.1,175.3,-0.601
p119,377.3,168.7,-0.269
p120,408.4,408.8,-0.207
p121,323,399.8,-0.265
p122,284.2,328.2,-0.282
p123,334.7,258.8,-0.536
p124,416.1,261,-0.806
p125,451.1,339.4,-0.653
p126,377.3,332.8,-0.437
p127,408.4,737,0.404
p128,323,728,0.322
p129,284.2,656.4,0.347
p130,334.7,587,0.423
p131,416.1,589.2,0.461
p132,451.1,667.6,0.305
p133,377.3,661,0.497
p134,408.4,1065.2,-0.288
p135,323,1056.2,-0.468
p136,284.2,984.6,-0.461
p137,334.7,915.2,-0.312
p138,416.1,917.4,-0.149
p139,451.1,995.8,-0.241
p140,377.3,989.2,-0.185
p141,550.5,490.85,-0.383
p142,465.1,481.85,-0.143
p143,426.3,410.25,-0.198
p144,476.8,340.85,-0.532
p145,558.2,343.05,-0.811
p146,593.2,421.45,-0.631
p147,519.4,414.85,-0.388
p148,550.5,819.05,0.19
p149,465.1,810.05,0.414
p150,426.3,738.45,0.388
p151,476.8,669.05,0.246
p152,558.2,671.25,0.191
p153,593.2,749.65,0.142
p154,519.4,743.05,0.442
p155,550.5,1147.25,0.247
p156,465.1,1138.25,0.168
p157,426.3,1066.65,0.216
p158,476.8,997.25,0.369
p159,558.2,999.45,0.332
p160,593.2,1077.85,0.268
p161,519.4,1071.25,0.304
p162,692.6,737,-0.362
p163,607.2,728,-0.29
p164,568.4,656.4,-0.205
p165,618.9,587,-0.416
p166,700.3,589.2,-0.447
p167,735.3,667.6,-0.446
p168,661.5,661,-0.337
p169,692.6,1065.2,-0.115
p170,607.2,1056.2,-0.217
p171,568.4,984.6,-0.111
p172,618.9,915.2,-0.073
p173,700.3,917.4,-0.173
p174,735.3,995.8,-0.176
p175,661.5,989.2,0.041
p176,834.7,983.15,-0.237
p177,749.3,974.15,-0.176
p178,710.5,902.55,-0.32
p179,761,833.15,-0.291
p180,842.4,835.35,-0.306
p181,877.4,913.75,-0.237
p182,803.6,907.15,-0.102
